Sale_ID,Month,Region,Product,Units_Sold,Unit_Price,Unit_Cost,Revenue,Profit,Profit_Margin_%
6077,Apr,Abu Dhabi,Enterprise Software,18,1237.68,545.57,22278.19,12458.0,55.9
6078,Oct,Abu Dhabi,Enterprise Software,50,1655.06,679.13,82753.18,48796.48,59.0
6079,Aug,Dubai,Cloud Storage,44,331.48,209.57,14584.91,5363.91,36.8
6080,Sep,Ajman,Analytics Suite,36,827.76,363.08,29799.43,16728.66,56.1
6081,Sep,Ajman,Analytics Suite,1,899.59,383.72,899.59,515.86,57.3
6082,Dec,Abu Dhabi,CRM Platform,9,1497.47,842.2,13477.2,5897.4,43.8
6083,Oct,Dubai,CRM Platform,24,1897.75,962.79,45545.92,22439.04,49.3
6084,Mar,Ajman,Enterprise Software,8,412.18,209.35,3297.47,1622.67,49.2
6085,Feb,Dubai,Security Package,8,1401.01,606.55,11208.05,6355.64,56.7
6086,Oct,Abu Dhabi,Security Package,15,552.2,246.02,8283.01,4592.7,55.4
6087,Dec,Sharjah,Security Package,33,1584.18,863.7,52277.78,23775.81,45.5
6088,Jul,Abu Dhabi,Enterprise Software,10,598.09,357.47,5980.91,2406.25,40.2
6089,Jul,Sharjah,Security Package,36,1384.59,728.6,49845.23,23615.48,47.4
6090,Jan,Riyadh,Enterprise Software,38,1467.01,819.05,55746.26,24622.21,44.2
6091,Sep,Riyadh,CRM Platform,4,1940.4,950.46,7761.58,3959.75,51.0
6092,Feb,Sharjah,Cloud Storage,5,453.77,187.06,2268.84,1333.53,58.8
6093,Jan,Abu Dhabi,CRM Platform,34,420.41,250.78,14293.89,5767.5,40.3
6094,Jan,Dubai,Security Package,17,659.2,394.9,11206.33,4493.05,40.1
6095,Sep,Ajman,Enterprise Software,45,335.68,185.56,15105.51,6755.24,44.7
6096,Jan,Dubai,Analytics Suite,50,1193.26,547.73,59662.98,32276.39,54.1
6097,Jun,Ajman,Security Package,17,704.88,436.19,11982.98,4567.67,38.1
6098,Jan,Dubai,CRM Platform,38,1424.19,872.19,54119.15,20975.98,38.8
6099,Jan,Sharjah,Security Package,27,1689.85,968.42,45626.01,19478.76,42.7
6100,Jun,Ajman,Analytics Suite,26,977.96,527.49,25426.88,11712.25,46.1
6101,Jun,Riyadh,Security Package,37,1376.95,718.46,50947.16,24364.06,47.8
6102,May,Abu Dhabi,Security Package,6,749.09,424.2,4494.53,1949.33,43.4
6103,Oct,Dubai,Analytics Suite,23,1017.74,625.76,23408.06,9015.64,38.5
6104,Mar,Ajman,CRM Platform,21,1726.35,981.64,36253.34,15638.94,43.1
6105,Aug,Riyadh,Analytics Suite,26,1554.95,857.1,40428.67,18144.19,44.9
6106,Apr,Riyadh,Analytics Suite,3,372.31,236.24,1116.92,408.19,36.5
6107,Mar,Sharjah,CRM Platform,34,1964.74,982.79,66801.09,33386.28,50.0
6108,Nov,Ajman,Analytics Suite,46,875.58,463.79,40276.9,18942.7,47.0
6109,Mar,Riyadh,Enterprise Software,44,897.36,495.51,39483.7,17681.29,44.8
6110,Feb,Ajman,CRM Platform,8,1565.4,777.59,12523.19,6302.46,50.3
6111,Jul,Riyadh,CRM Platform,1,1582.39,754.97,1582.39,827.41,52.3
6112,May,Riyadh,Cloud Storage,26,1777.03,974.92,46202.85,20854.86,45.1
6113,Nov,Ajman,CRM Platform,3,424.88,209.21,1274.65,647.02,50.8
6114,Dec,Abu Dhabi,CRM Platform,32,1678.74,795.45,53719.55,28265.18,52.6
6115,Jun,Abu Dhabi,Enterprise Software,32,1913.32,864.0,61226.3,33578.31,54.8
6116,Mar,Abu Dhabi,Analytics Suite,18,522.76,235.64,9409.69,5168.09,54.9
6117,Dec,Abu Dhabi,Analytics Suite,25,1696.06,678.71,42401.4,25433.55,60.0
6118,Oct,Sharjah,Security Package,20,1280.37,793.37,25607.32,9739.94,38.0
6119,Feb,Ajman,Cloud Storage,24,1920.42,795.33,46090.13,27002.3,58.6
6120,Nov,Abu Dhabi,Enterprise Software,24,1834.75,1145.38,44033.92,16544.71,37.6
6121,Feb,Sharjah,Cloud Storage,13,1494.19,790.06,19424.41,9153.58,47.1
6122,Jan,Sharjah,CRM Platform,22,1302.72,791.18,28659.73,11253.81,39.3
6123,Nov,Abu Dhabi,Analytics Suite,10,635.96,274.56,6359.61,3614.04,56.8
6124,Oct,Dubai,Enterprise Software,6,1789.74,1128.15,10738.47,3969.59,37.0
6125,May,Riyadh,Analytics Suite,48,607.2,259.43,29145.48,16693.05,57.3
6126,May,Sharjah,Enterprise Software,2,1653.4,883.85,3306.8,1539.11,46.5
6127,Apr,Ajman,Security Package,17,1450.4,870.37,24656.8,9860.51,40.0
6128,Aug,Abu Dhabi,CRM Platform,38,1571.71,688.07,59724.84,33578.35,56.2
6129,Mar,Sharjah,Enterprise Software,7,1870.35,947.84,13092.43,6457.56,49.3
6130,Apr,Riyadh,Cloud Storage,6,590.62,328.19,3543.72,1574.55,44.4
6131,Feb,Riyadh,Security Package,33,396.29,160.05,13077.53,7795.87,59.6
6132,Jul,Dubai,Security Package,10,1750.73,771.47,17507.28,9792.59,55.9
6133,Aug,Ajman,Analytics Suite,34,1590.24,936.18,54068.24,22237.99,41.1
6134,Nov,Ajman,Cloud Storage,22,850.92,441.09,18720.23,9016.26,48.2
6135,Mar,Sharjah,Analytics Suite,27,583.77,336.0,15761.86,6689.84,42.4
6136,Sep,Riyadh,Security Package,10,551.76,325.15,5517.59,2266.08,41.1
6137,Jun,Ajman,Cloud Storage,20,731.77,326.68,14635.4,8101.86,55.4
6138,Jun,Sharjah,Cloud Storage,8,321.7,166.15,2573.56,1244.35,48.4
6139,Mar,Riyadh,Security Package,36,245.44,101.0,8835.7,5199.67,58.8
6140,Jun,Abu Dhabi,Analytics Suite,24,614.72,359.03,14753.34,6136.59,41.6
6141,Aug,Abu Dhabi,Security Package,11,212.81,99.06,2340.88,1251.2,53.5
6142,Jul,Ajman,CRM Platform,25,1847.15,1066.08,46178.68,19526.75,42.3
6143,Sep,Riyadh,Cloud Storage,35,1945.76,923.86,68101.74,35766.56,52.5
6144,Feb,Riyadh,CRM Platform,47,1397.23,578.32,65669.7,38488.76,58.6
6145,Apr,Ajman,Analytics Suite,5,1431.23,866.45,7156.13,2823.9,39.5
6146,Jun,Ajman,Security Package,39,541.25,266.76,21108.67,10705.17,50.7
6147,Mar,Abu Dhabi,CRM Platform,7,1382.0,564.71,9674.0,5721.04,59.1
6148,May,Sharjah,Enterprise Software,17,595.76,332.97,10127.95,4467.51,44.1
6149,Jul,Dubai,Enterprise Software,6,699.25,329.73,4195.52,2217.17,52.8
6150,Oct,Abu Dhabi,Security Package,25,1876.47,915.97,46911.81,24012.67,51.2
6151,May,Ajman,Analytics Suite,14,584.36,320.69,8181.05,3691.37,45.1
6152,Feb,Riyadh,CRM Platform,8,1430.35,701.74,11442.76,5828.87,50.9
6153,May,Abu Dhabi,Cloud Storage,38,1879.11,828.98,71406.04,39904.77,55.9
6154,Aug,Ajman,Security Package,2,366.02,215.04,732.05,301.97,41.2
6155,Apr,Abu Dhabi,Analytics Suite,19,742.75,408.45,14112.26,6351.75,45.0
6156,Dec,Sharjah,Security Package,23,1664.7,964.25,38288.13,16110.29,42.1
6157,Sep,Dubai,Security Package,33,366.18,231.84,12083.83,4432.98,36.7
6158,Jan,Riyadh,CRM Platform,46,1992.76,1200.14,91666.75,36460.5,39.8
6159,Jun,Abu Dhabi,Enterprise Software,37,1263.37,663.0,46744.84,22213.84,47.5
6160,Aug,Sharjah,Cloud Storage,28,1959.74,891.48,54872.58,29911.18,54.5
6161,May,Abu Dhabi,CRM Platform,38,1761.47,1124.07,66936.0,24221.16,36.2
6162,Feb,Abu Dhabi,Cloud Storage,11,501.28,229.23,5514.11,2992.63,54.3
6163,May,Riyadh,Analytics Suite,36,273.72,169.7,9854.03,3744.95,38.0
6164,Aug,Dubai,Analytics Suite,14,1434.37,925.37,20081.21,7126.02,35.5
6165,Jul,Riyadh,Cloud Storage,36,1033.98,532.46,37223.37,18054.9,48.5
6166,Jan,Ajman,Analytics Suite,30,232.4,116.36,6971.93,3481.28,49.9
6167,Jul,Ajman,Analytics Suite,1,206.72,132.66,206.72,74.06,35.8
6168,Mar,Ajman,Cloud Storage,36,1734.5,745.9,62441.99,35589.65,57.0
6169,Mar,Abu Dhabi,Security Package,8,1245.85,787.36,9966.81,3667.96,36.8
6170,Sep,Riyadh,CRM Platform,11,1065.37,636.6,11719.07,4716.53,40.2
6171,Jul,Ajman,Cloud Storage,17,1474.97,669.45,25074.44,13693.82,54.6
6172,Jan,Abu Dhabi,Cloud Storage,20,1499.46,734.79,29989.21,15293.35,51.0
6173,Oct,Riyadh,CRM Platform,11,1392.06,569.59,15312.7,9047.19,59.1
6174,Nov,Ajman,CRM Platform,26,258.43,121.02,6719.2,3572.66,53.2
6175,Feb,Sharjah,Cloud Storage,12,564.29,317.9,6771.51,2956.72,43.7
6176,Jun,Sharjah,Cloud Storage,34,1660.47,779.22,56456.0,29962.36,53.1
6177,Feb,Riyadh,Enterprise Software,34,1384.08,893.23,47058.82,16688.86,35.5
6178,Feb,Ajman,Analytics Suite,10,1940.37,864.1,19403.69,10762.66,55.5
6179,Dec,Dubai,CRM Platform,16,1041.83,594.42,16669.26,7158.57,42.9
6180,May,Ajman,Enterprise Software,36,1478.58,938.15,53228.82,19455.57,36.6
6181,Nov,Ajman,Analytics Suite,34,370.73,212.18,12604.67,5390.71,42.8
6182,Jun,Sharjah,Security Package,24,1528.6,924.91,36686.48,14488.71,39.5
6183,May,Sharjah,Security Package,11,331.85,153.21,3650.38,1965.05,53.8
6184,Feb,Riyadh,Cloud Storage,14,1573.51,790.73,22029.17,10958.89,49.7
6185,Oct,Ajman,Analytics Suite,32,519.08,259.51,16610.53,8306.31,50.0
6186,Aug,Ajman,Security Package,31,1078.61,584.59,33436.87,15314.46,45.8
6187,Jul,Sharjah,Security Package,5,575.51,341.79,2877.57,1168.61,40.6
6188,May,Dubai,CRM Platform,39,331.35,161.21,12922.76,6635.69,51.3
6189,Sep,Riyadh,Enterprise Software,42,1179.96,559.82,49558.16,26045.54,52.6
6190,Mar,Ajman,CRM Platform,13,560.87,309.45,7291.33,3268.46,44.8
6191,Feb,Ajman,CRM Platform,24,1758.6,718.02,42206.3,24973.91,59.2
6192,Apr,Dubai,Enterprise Software,40,391.27,186.63,15650.88,8185.61,52.3
6193,May,Dubai,Analytics Suite,12,1548.89,779.36,18586.69,9234.34,49.7
6194,Oct,Sharjah,CRM Platform,11,1564.65,728.17,17211.19,9201.32,53.5
6195,Jan,Riyadh,Security Package,6,204.56,118.96,1227.39,513.62,41.8
6196,Jul,Ajman,Enterprise Software,50,1674.69,1014.58,83734.55,33005.77,39.4
6197,Jan,Ajman,Security Package,20,1710.64,1103.69,34212.84,12138.97,35.5
6198,Feb,Riyadh,Security Package,22,1966.23,1023.04,43257.14,20750.37,48.0
6199,Jul,Riyadh,Enterprise Software,30,1303.57,707.94,39107.23,17869.11,45.7
6200,Jul,Ajman,Cloud Storage,29,526.71,215.5,15274.68,9025.16,59.1
6201,Jan,Ajman,Enterprise Software,12,1571.02,808.31,18852.19,9152.41,48.5
6202,Apr,Ajman,Analytics Suite,44,512.21,251.47,22537.32,11472.43,50.9
6203,Oct,Ajman,Security Package,29,1965.65,1226.47,57003.8,21436.21,37.6
6204,Aug,Sharjah,Security Package,7,1396.23,821.31,9773.62,4024.48,41.2
6205,Nov,Sharjah,Analytics Suite,29,1312.51,576.51,38062.86,21344.17,56.1
6206,Jan,Ajman,CRM Platform,8,408.14,197.5,3265.09,1685.08,51.6
6207,Aug,Riyadh,Enterprise Software,44,1098.45,611.11,48331.69,21442.95,44.4
6208,Jan,Abu Dhabi,CRM Platform,38,963.22,467.24,36602.32,18847.16,51.5
6209,Dec,Riyadh,Security Package,35,1761.47,1006.97,61651.48,26407.38,42.8
6210,Jan,Ajman,Enterprise Software,49,1142.74,649.52,55994.35,24167.86,43.2
6211,Jun,Ajman,Cloud Storage,33,881.3,565.85,29083.03,10410.08,35.8
6212,Apr,Riyadh,Analytics Suite,45,1848.45,1198.19,83180.26,29261.58,35.2
6213,May,Ajman,Analytics Suite,32,291.91,144.69,9341.08,4710.99,50.4
6214,Jul,Abu Dhabi,CRM Platform,32,1384.14,859.9,44292.33,16775.49,37.9
6215,Jul,Sharjah,Security Package,17,1523.63,806.86,25901.77,12185.21,47.0
6216,Oct,Ajman,CRM Platform,17,1674.68,934.89,28469.5,12576.31,44.2
6217,Jun,Ajman,Enterprise Software,23,1715.53,1033.24,39457.11,15692.6,39.8
6218,Aug,Abu Dhabi,Analytics Suite,17,1754.36,985.85,29824.15,13064.66,43.8
6219,Jan,Abu Dhabi,Analytics Suite,50,856.18,437.23,42809.04,20947.71,48.9
6220,Nov,Abu Dhabi,Security Package,1,1206.48,564.9,1206.48,641.58,53.2
6221,Jul,Riyadh,Security Package,21,1781.29,998.27,37407.11,16443.39,44.0
6222,Jan,Sharjah,Analytics Suite,16,993.67,599.86,15898.68,6300.88,39.6
6223,Jan,Sharjah,Security Package,50,1942.11,1031.73,97105.36,45518.7,46.9
6224,Sep,Sharjah,Cloud Storage,14,557.7,297.49,7807.79,3642.96,46.7
6225,Apr,Ajman,Security Package,12,1498.91,644.85,17986.9,10248.64,57.0
6226,Jul,Ajman,Security Package,20,1956.83,1039.5,39136.64,18346.66,46.9
6227,Aug,Sharjah,Enterprise Software,15,1025.48,424.38,15382.15,9016.39,58.6
6228,Jun,Sharjah,Enterprise Software,1,1499.08,744.41,1499.08,754.67,50.3
6229,Jan,Abu Dhabi,Analytics Suite,21,386.05,231.84,8107.0,3238.41,39.9
6230,Jun,Abu Dhabi,CRM Platform,34,614.83,327.85,20904.21,9757.23,46.7
6231,Apr,Riyadh,CRM Platform,13,1803.53,1138.27,23445.95,8648.48,36.9
6232,Nov,Ajman,Analytics Suite,28,679.66,438.97,19030.48,6739.41,35.4
6233,Dec,Ajman,CRM Platform,3,645.75,395.65,1937.26,750.32,38.7
6234,Apr,Abu Dhabi,CRM Platform,37,1314.8,612.84,48647.45,25972.19,53.4
6235,Mar,Sharjah,Security Package,4,1475.68,869.88,5902.73,2423.21,41.1
6236,Jan,Sharjah,Enterprise Software,6,238.07,132.62,1428.4,632.68,44.3
6237,Aug,Ajman,Enterprise Software,35,398.32,246.34,13941.03,5319.02,38.2
6238,Jul,Sharjah,Enterprise Software,20,1958.16,911.7,39163.12,20929.05,53.4
6239,Oct,Ajman,CRM Platform,41,1044.8,553.32,42836.75,20150.73,47.0
6240,Jul,Abu Dhabi,Enterprise Software,6,674.45,306.03,4046.73,2210.56,54.6
6241,Nov,Sharjah,CRM Platform,24,685.26,436.25,16446.36,5976.28,36.3
6242,Apr,Riyadh,Security Package,22,241.27,145.28,5307.91,2111.8,39.8
6243,Jul,Sharjah,Cloud Storage,3,534.31,276.15,1602.94,774.48,48.3
6244,Aug,Ajman,Security Package,22,978.88,506.68,21535.44,10388.45,48.2
6245,Nov,Ajman,Enterprise Software,45,1175.15,746.91,52881.87,19271.04,36.4
6246,Mar,Abu Dhabi,Security Package,16,1789.48,894.35,28631.73,14322.12,50.0
6247,Oct,Dubai,Cloud Storage,8,429.28,224.51,3434.21,1638.13,47.7
6248,Oct,Sharjah,Analytics Suite,42,1258.85,807.36,52871.68,18962.53,35.9
6249,Apr,Dubai,Cloud Storage,32,940.21,493.74,30086.61,14287.01,47.5
6250,Dec,Dubai,Analytics Suite,33,1601.3,645.21,52842.99,31551.12,59.7
6251,Jan,Riyadh,Enterprise Software,41,1644.76,824.22,67435.17,33642.35,49.9
6252,Jan,Sharjah,Enterprise Software,28,681.19,356.94,19073.34,9079.11,47.6
6253,Apr,Ajman,Security Package,49,1168.12,655.75,57237.66,25106.05,43.9
6254,Dec,Ajman,Security Package,18,1122.12,503.91,20198.21,11127.81,55.1
6255,May,Dubai,Cloud Storage,34,1714.57,836.39,58295.21,29857.8,51.2
6256,Jun,Abu Dhabi,CRM Platform,43,712.55,405.87,30639.52,13187.3,43.0
6257,Oct,Sharjah,Analytics Suite,9,1062.58,561.59,9563.18,4508.87,47.1
6258,Apr,Riyadh,Enterprise Software,8,1760.37,947.99,14082.95,6498.99,46.1
6259,Nov,Riyadh,Cloud Storage,25,1646.46,764.09,41161.49,22059.17,53.6
6260,Aug,Dubai,CRM Platform,48,1134.66,665.51,54463.84,22519.26,41.3
6261,May,Riyadh,Analytics Suite,18,1799.76,967.74,32395.74,14976.34,46.2
6262,Dec,Riyadh,Analytics Suite,38,588.1,264.63,22347.87,12291.87,55.0
6263,Aug,Abu Dhabi,Enterprise Software,41,1797.44,914.77,73694.9,36189.47,49.1
6264,Jul,Sharjah,Cloud Storage,40,1324.99,547.91,52999.61,31083.14,58.6
6265,Apr,Sharjah,Cloud Storage,42,267.98,115.92,11254.97,6386.27,56.7
6266,Jul,Riyadh,Security Package,25,552.5,223.95,13812.51,8213.85,59.5
6267,Apr,Riyadh,Cloud Storage,23,1729.44,864.52,39777.01,19892.97,50.0
6268,Apr,Sharjah,Enterprise Software,2,992.3,556.35,1984.6,871.9,43.9
6269,May,Dubai,Analytics Suite,4,1647.76,940.3,6591.04,2829.83,42.9
6270,Jan,Abu Dhabi,Cloud Storage,8,462.75,297.86,3701.96,1319.12,35.6
6271,Apr,Riyadh,Analytics Suite,6,1205.17,759.67,7231.0,2672.97,37.0
6272,May,Dubai,Enterprise Software,9,560.86,317.49,5047.74,2190.34,43.4
6273,Dec,Riyadh,Cloud Storage,3,1564.51,896.81,4693.54,2003.12,42.7
6274,Mar,Ajman,Security Package,4,741.72,458.84,2966.89,1131.51,38.1
6275,Apr,Dubai,Security Package,4,1837.18,894.06,7348.71,3772.48,51.3
6276,Dec,Riyadh,Analytics Suite,29,591.53,312.95,17154.26,8078.78,47.1
6277,Oct,Ajman,CRM Platform,29,1792.96,980.26,51995.77,23568.21,45.3
6278,May,Riyadh,Cloud Storage,46,793.11,452.06,36483.28,15688.64,43.0
6279,Feb,Abu Dhabi,Security Package,24,1744.44,931.44,41866.52,19512.06,46.6
6280,Nov,Ajman,Cloud Storage,13,1576.44,973.59,20493.72,7837.11,38.2
6281,Mar,Ajman,Analytics Suite,38,839.06,536.31,31884.45,11504.79,36.1
6282,Mar,Riyadh,Analytics Suite,24,857.23,442.98,20573.6,9942.0,48.3
6283,Sep,Ajman,Security Package,43,1502.87,727.59,64623.47,33336.93,51.6
6284,Jan,Sharjah,Security Package,16,296.55,156.67,4744.76,2237.98,47.2
6285,Dec,Riyadh,CRM Platform,47,1734.31,962.79,81512.36,36261.27,44.5
6286,Dec,Sharjah,Analytics Suite,33,1016.27,432.76,33536.87,19255.91,57.4
6287,Dec,Sharjah,Enterprise Software,49,729.51,392.91,35745.9,16493.1,46.1
6288,Dec,Riyadh,Enterprise Software,21,1526.77,805.53,32062.16,15146.0,47.2
6289,May,Abu Dhabi,Analytics Suite,27,1481.32,607.74,39995.69,23586.75,59.0
6290,Aug,Sharjah,Enterprise Software,27,1272.19,623.73,34349.06,17508.47,51.0
6291,Dec,Sharjah,Security Package,50,1881.48,925.81,94074.01,47783.31,50.8
6292,Sep,Sharjah,Security Package,5,1745.85,919.97,8729.23,4129.38,47.3
6293,Aug,Abu Dhabi,Cloud Storage,29,1596.74,758.46,46305.33,24310.01,52.5
6294,Aug,Ajman,CRM Platform,18,869.79,537.94,15656.17,5973.3,38.2
6295,Dec,Sharjah,Analytics Suite,8,427.14,225.78,3417.15,1610.92,47.1
6296,Dec,Abu Dhabi,Analytics Suite,38,1662.02,767.99,63156.8,33973.31,53.8
6297,Oct,Riyadh,CRM Platform,3,230.65,95.84,691.95,404.42,58.4
6298,Jun,Sharjah,Analytics Suite,39,1969.89,1057.55,76825.75,35581.48,46.3
6299,Dec,Sharjah,Security Package,48,948.9,592.2,45547.12,17121.3,37.6
6300,Jul,Dubai,CRM Platform,9,555.46,300.45,4999.14,2295.06,45.9
6301,Feb,Ajman,CRM Platform,10,793.81,433.84,7938.06,3599.66,45.3
6302,Mar,Sharjah,Enterprise Software,50,1010.73,517.18,50536.28,24677.48,48.8
6303,Jul,Riyadh,Enterprise Software,20,423.06,185.61,8461.3,4749.19,56.1
6304,Mar,Abu Dhabi,CRM Platform,44,1068.82,523.84,47027.9,23978.97,51.0
6305,Jun,Dubai,Analytics Suite,8,1448.18,652.39,11585.4,6366.3,55.0
6306,Nov,Dubai,CRM Platform,4,300.59,141.5,1202.35,636.37,52.9
6307,Sep,Sharjah,Analytics Suite,16,1622.55,792.29,25960.81,13284.19,51.2
6308,Jun,Riyadh,Analytics Suite,28,1642.56,1050.5,45991.57,16577.44,36.0
6309,Nov,Ajman,Security Package,14,566.37,339.02,7929.14,3182.89,40.1
6310,Jul,Ajman,CRM Platform,33,297.14,179.8,9805.73,3872.35,39.5
6311,Jan,Riyadh,Analytics Suite,20,1979.32,1159.79,39586.45,16390.59,41.4
6312,Sep,Dubai,Enterprise Software,27,1566.44,646.47,42293.83,24839.01,58.7
6313,Aug,Abu Dhabi,Enterprise Software,6,867.0,418.25,5202.01,2692.52,51.8
6314,Jun,Ajman,Security Package,50,485.62,270.21,24280.8,10770.07,44.4
6315,Oct,Riyadh,CRM Platform,15,601.52,324.22,9022.82,4159.55,46.1
6316,Nov,Dubai,Security Package,16,1766.61,1001.77,28265.81,12237.47,43.3
6317,Sep,Ajman,Enterprise Software,37,1920.2,1192.13,71047.24,26938.4,37.9
6318,Jun,Riyadh,Security Package,42,1422.59,917.4,59748.79,21218.01,35.5
6319,Jun,Dubai,Analytics Suite,49,1193.36,655.52,58474.75,26354.32,45.1
6320,Jun,Dubai,Enterprise Software,14,511.78,225.41,7164.93,4009.2,56.0
6321,Jan,Sharjah,Enterprise Software,40,1474.69,842.78,58987.7,25276.64,42.9
6322,Oct,Abu Dhabi,Cloud Storage,28,637.39,348.56,17846.89,8087.16,45.3
6323,Nov,Abu Dhabi,Enterprise Software,43,1801.05,965.07,77445.27,35947.32,46.4
6324,Mar,Ajman,Security Package,42,1989.71,827.11,83567.79,48829.0,58.4
6325,Apr,Riyadh,Security Package,34,734.88,468.96,24985.84,9041.18,36.2
6326,Feb,Ajman,Security Package,49,1560.66,925.83,76472.23,31106.52,40.7
6327,Apr,Ajman,CRM Platform,48,1787.55,1108.58,85802.22,32590.3,38.0
6328,Sep,Abu Dhabi,Enterprise Software,15,738.16,424.32,11072.4,4707.54,42.5
6329,Mar,Abu Dhabi,Analytics Suite,48,1578.66,803.13,75775.91,37225.58,49.1
6330,Mar,Ajman,Analytics Suite,47,1669.11,795.73,78448.16,41048.9,52.3
6331,Aug,Dubai,Analytics Suite,42,1205.85,713.41,50645.68,20682.48,40.8
6332,Oct,Abu Dhabi,CRM Platform,28,931.64,475.68,26085.84,12766.78,48.9
6333,Feb,Sharjah,Security Package,44,1447.5,750.66,63690.08,30660.86,48.1
6334,Oct,Sharjah,Analytics Suite,37,503.78,250.4,18639.73,9374.99,50.3
6335,May,Ajman,Enterprise Software,17,891.24,492.38,15151.08,6780.64,44.8
6336,Dec,Riyadh,Security Package,22,648.78,390.95,14273.13,5672.23,39.7
6337,Jul,Sharjah,CRM Platform,20,1376.47,618.03,27529.4,15168.81,55.1
6338,Mar,Sharjah,Enterprise Software,41,881.94,527.82,36159.48,14518.7,40.2
6339,Oct,Dubai,Security Package,25,682.88,436.22,17072.1,6166.65,36.1
6340,Jul,Ajman,CRM Platform,43,1992.8,1055.87,85690.38,40288.17,47.0
6341,Mar,Dubai,Security Package,9,1237.77,739.77,11139.92,4481.95,40.2
6342,May,Abu Dhabi,Cloud Storage,25,1208.33,524.83,30208.32,17087.56,56.6
6343,Aug,Dubai,Cloud Storage,14,614.73,354.54,8606.18,3642.56,42.3
6344,Jul,Sharjah,Enterprise Software,44,1482.14,668.35,65214.05,35806.54,54.9
6345,May,Ajman,CRM Platform,46,1789.85,948.99,82333.16,38679.57,47.0
6346,Sep,Sharjah,CRM Platform,16,292.62,136.47,4681.98,2498.43,53.4
6347,Oct,Sharjah,Analytics Suite,25,1435.67,902.09,35891.87,13339.54,37.2
6348,Nov,Sharjah,CRM Platform,26,1373.11,777.89,35700.78,15475.53,43.3
6349,Sep,Sharjah,CRM Platform,25,1210.92,485.01,30273.01,18147.69,59.9
6350,Feb,Sharjah,Analytics Suite,48,437.18,218.11,20984.47,10515.32,50.1
6351,May,Ajman,CRM Platform,41,659.81,363.17,27052.08,12162.25,45.0
6352,Apr,Abu Dhabi,CRM Platform,11,1040.41,511.79,11444.46,5814.8,50.8
6353,Jul,Dubai,Analytics Suite,23,547.19,253.25,12585.35,6760.5,53.7
6354,Jan,Sharjah,Cloud Storage,4,725.31,306.04,2901.24,1677.08,57.8
6355,Aug,Riyadh,CRM Platform,17,1020.64,433.71,17350.94,9977.87,57.5
6356,Jan,Sharjah,Cloud Storage,16,786.43,438.75,12582.96,5563.01,44.2
6357,Sep,Dubai,Security Package,23,1407.21,794.16,32365.73,14100.15,43.6
6358,Jun,Sharjah,CRM Platform,41,382.31,174.31,15674.59,8527.77,54.4
6359,Jan,Riyadh,Analytics Suite,35,357.66,166.59,12518.21,6687.51,53.4
6360,Mar,Abu Dhabi,Cloud Storage,46,1212.78,748.29,55787.8,21366.29,38.3
6361,Jul,Ajman,CRM Platform,46,1991.19,889.15,91594.55,50693.76,55.3
6362,Dec,Ajman,Security Package,46,285.72,134.23,13142.98,6968.57,53.0
6363,Sep,Abu Dhabi,Cloud Storage,7,202.81,83.18,1419.7,837.43,59.0
6364,Feb,Riyadh,Security Package,48,1682.25,691.08,80748.15,47576.45,58.9
6365,Mar,Sharjah,Cloud Storage,39,346.74,161.86,13522.81,7210.12,53.3
6366,Oct,Ajman,Analytics Suite,50,931.57,516.59,46578.63,20749.21,44.5
6367,Mar,Dubai,Analytics Suite,31,234.1,104.19,7257.16,4027.38,55.5
6368,Jul,Riyadh,Security Package,7,1923.46,1154.93,13464.23,5379.72,40.0
6369,Sep,Abu Dhabi,Analytics Suite,13,280.54,178.3,3647.08,1329.2,36.4
6370,Aug,Dubai,CRM Platform,47,1814.33,1052.1,85273.5,35824.58,42.0
6371,Jan,Dubai,Cloud Storage,28,338.26,185.65,9471.26,4273.1,45.1
6372,Feb,Abu Dhabi,Cloud Storage,26,1189.57,611.37,30928.75,15033.12,48.6
6373,Aug,Sharjah,Cloud Storage,8,708.53,362.59,5668.23,2767.5,48.8
6374,May,Abu Dhabi,Enterprise Software,16,348.83,150.54,5581.32,3172.62,56.8
6375,Feb,Sharjah,Cloud Storage,12,944.78,475.04,11337.38,5636.85,49.7
6376,Mar,Ajman,Enterprise Software,15,562.24,237.05,8433.65,4877.92,57.8
6377,Jun,Ajman,Analytics Suite,33,239.91,141.72,7916.94,3240.33,40.9
6378,Jun,Sharjah,CRM Platform,22,809.07,408.78,17799.54,8806.38,49.5
6379,Nov,Abu Dhabi,Enterprise Software,16,929.33,578.89,14869.26,5607.02,37.7
6380,Aug,Dubai,Cloud Storage,47,765.35,307.62,35971.63,21513.59,59.8
6381,Sep,Sharjah,CRM Platform,32,275.0,149.81,8800.15,4006.16,45.5
6382,Feb,Sharjah,CRM Platform,50,327.8,145.69,16389.82,9105.24,55.6
6383,Jul,Riyadh,Enterprise Software,30,1765.1,970.29,52953.03,23844.37,45.0
6384,Jun,Abu Dhabi,Cloud Storage,13,1233.83,564.36,16039.78,8703.04,54.3
6385,Nov,Abu Dhabi,Enterprise Software,24,690.76,324.98,16578.19,8778.67,53.0
6386,Feb,Riyadh,Analytics Suite,27,795.52,480.83,21479.17,8496.62,39.6
6387,May,Ajman,Security Package,13,461.5,197.09,5999.56,3437.34,57.3
